ID;Title;Singer,,,
2658;Mau Kamu Suka Kamu;Rano Karno,,,
2659;Sedap Betul;Dapur 61,,,
2660;Kisah Cinta Di Tepi Danau (White Snake);White Snake,,,
2661;Aku Suka Kamu;Trio Libels,,,
2662;Aku Cinta Dia;Chrisye,,,
2663;Dari Ujung Rambut Sampai Ujung Kaki;Chintami Atmanagara,,,
2665;Klak Klik Kluk;Itang Yunaz,,,
2666;Aku Cinta Kau;Vina Panduwinata,,,
2667;Dinding Pemisah;Merry Andani,,,
2668;Mas Joko;Helvy Maryland,,,
2669;Telepon Rindu;Ratih Purwasih,,,
2670;Seberkas Cinta Yang Sirna;Ebiet G. Ade,,,
2671;Cium Pipi;Vina Panduwinata,,,
2672;Senandung Pucuk Pucuk Pinus;Ebiet G. Ade,,,
2674;Istilah Cinta;Heidy Diana,,,
2675;Walang Kekek;Waljinah,,,
2676;Jangkrik Genggong;Eni Kusrini,,,
2677;Ayo Ngguyu;Eni Kusrini,,,
2678;Kaulah Segalanya;Ruth Sahanaya,,,
2679;Haruskah Ku Pergi;Chrisye,,,
2680;Surat Cinta;Vina Panduwinata,,,
2681;Antara Anyer Dan Jakarta;Sheila Majid,,,
2682;Citra Biru;Vina Panduwinata,,,
2683;Ratu Sejagat;Vonny Sumlang,,,
2684;Makin Gila;Ati Adriaty,,,
2686;Pak Penghulu;Dina Mariana,,,
2687;Nasibmu Nasibku;Iis Sugianto,,,
2688;Antara Cinta Dan Dusta;.,,,
2689;Cintaku Sampai Ke Ethiopia;Ria Resty Fauzi,,,
2690;Kau Selalu Di Hatiku;Ernie Djohan,,,
2691;Senja Di Batas Kota;Ernie Djohan,,,
2692;Merantau;Titiek Sandhora,,,
2693;Ini Rindu;Farid Hardja & Lucky Reza,,,
2694;Tua-Tua Keladi;Anggun C. Sasmi,,,
2695;Titip Rindu Buat Ayah;Ebiet G. Ade,,,
2696;Aku Orang Tak Punya;Hanny Tuheteru,,,
2697;Hitam Putih Fotomu;Ratih Purwasih,,,
2698;Angin Surga;Arie Wibowo & Ervina,,,
2699;Engkau Segalanya Bagiku;Lidya Natalia,,,
2700;Terang Bulan Di Gunung;Titiek Sandhora,,,
2701;Dayung Sampan;Titiek Sandhora,,,
2702;Pergi Tanpa Pesan;Ellya Khadam,,,
2703;Musim Bunga;Franky Sahilatua & Jane,,,
2704;Apanya Dong;Euis Darliah,,,
2705;Astaga;Arie Wibowo,,,
2706;Lepen;Gombloh,,,
2707;Kodokpun Ikut Bernyanyi;Arie Wibowo,,,
2708;Harapan Cinta;Angel Pfaff,,,
2709;Bintangku Bintangmu;Heidy Diana,,,
2710;Bimbi;Rollies,,,
2711;Minah Gadis Dusun;Titiek Puspa,,,
2712;Hitam Manis;Mus Mulyadi,,,
2713;Aksi Kucing;Oei Yok Siang,,,
2714;Gambang Semarang;Oei Yok Siang,,,
2715;Tak Ingin Sendiri;Dian Piesesha,,,
2716;Hati Selembut Salju;Jamal Mirdad,,,
2717;Hasrat;Andi Meriam Mattalata,,,
2718;Januari Yang Biru;Andi Meriam Mattalata,,,
2719;Nurleila;Rumpies,,,
2721;Berdiri Bulu Romaku;Hetty Koes Endang,,,
2722;Bukalah Kaca Matamu;Rano Karno,,,
2723;Tak Ingin Di Madu;Nia Daniaty,,,
2724;Apel;Gombloh,,,
2725;Si Jantung Hati;Ade Putra,,,
2726;Demi Cinta Ni Ye;Hetty Koes Endang,,,
2727;Surat Cinta;Nur Afni Octavia,,,
2728;Aku Salah Menduga;Dian Piesesha,,,
2729;Rindu;Diana Nasution,,,
2730;Jangan Simpan Tangismu;Christine Panjaitan,,,
2731;Surabaya;Dara Puspita,,,
2732;Jali-Jali;N.N.,,,
2733;Waktu Hujan Sore-Sore;N.N.,,,
2734;Sarinande;N.N.,,,
2735;Ayo Mama;Tradisional,,,
2736;Angin Mamiri;N.N.,,,
2737;Pulau Bali;N.N.,,,
2738;Happy Birthday-Panjang Umurnya;N.N.,,,
2739;Kemesraan;Franky Sahilatua,,,
2740;Aku Begini Kau Begitu;Broery Marantika,,,
2741;Layar Tancap;Koes Plus,,,
2742;Hati Yang Luka;Betharia Sonatha,,,
2743;Madu Dan Racun;Arie Wibowo,,,
2744;Aku Jatuh Cinta;Broery Marantika,,,
2745;Reggae Pong;Nola Tilaar,,,
2746;Layu Sebelum Berkembang;Tetty Kadi,,,
2747;Bengawan Solo;Tradisional,,,
2748;Balada Seorang Biduan;Bimbo,,,
2749;Kugadaikan Cintaku;Gombloh,,,
2750;Antara Hitam Dan Putih;Helen Sparingga,,,
2751;Singkong Dan Keju;Arie Wibowo,,,
2752;Katakan Sejujurnya;Christine Panjaitan,,,
2753;Bila Kau Seorang Diri;Rinto Harahap,,,
2754;Widuri;Bob Tutupoly,,,
2755;Gubahanku;Deddy Damhudi,,,
2756;Pesanku;Onny Suryono,,,
2757;Sepanjang Jalan Kenangan;John  Tanamal,,,
2758;Butet;Sitompul,SD &  Rita Butar-Butar,,
2759;Selalu Untuk Selamanya;Fatur,,,
2760;Bermimpi;Base Jam,,,
2761;Cantik;Kahitna,,,
2762;Beri Kesempatan;Mayang Sari,,,
2763;Kupu-Kupu Kertas;Ebiet G. Ade,,,
2764;Hanya Engkau;Nia Paramitha,,,
2765;Kala Sang Surya Tenggelam;Chrisye,,,
2766;Ingin Kucari;Conny Dio,,,
2767;Sanggar Kenangan;Wisnu,,,
2768;Tanpa Senyummu;Ananta,,,
2769;Hatiku Masih Untukmu;Asri,,,
2770;Gaya;Thomas Djorghi,,,
2771;Kuingin Bersama;Ning Baizurah,,,
2772;Kembang Malam;Pyramid,,,
2773;Kenangan Cinta;4U2C,,,
2774;Isi Hati;Hengky Supit,,,
2776;Misteri Perkawinan;Wisnu,,,
2777;Suara Hati (Ku Tak Akan Bersuara);Nike Ardilla,,,
2778;Antrilah Di Loket;Padhyangan Project,,,
2780;Benci Sendiri;Atiek CB,,,
2781;Belenggu Pintu Cinta;Wisnu & Conny Dio,,,
2782;Untukmu Segalanya;Novia Kolopaking,,,
2783;Cintailah Aku;AB Three,,,
2784;Salam Untuk Dia;Voodoo,,,
2785;Terserah;Krisdayanti,,,
2786;Lepaskanlah;Ulfie,,,
2787;Ingat-Ingat Pesan Mama;Oppie,,,
2788;Tataplah;Cool Colors,,,
2789;Senja Makin Merah;Retno Susanti,,,
2790;Jangan Sakiti Perasaan Ini;Arie Asprilia,,,
2791;Katakanlah;Sket,,,
2792;Symphoni Dua Hati;Retno Susanti,,,
2793;Suratku;Hedi Yunus,,,
2794;Puisiku Terbang;Ali Akbar,,,
2795;Permataku;Java Jive,,,
2797;Biarlah Bulan Bicara;Broery Marantika,,,
2798;Maafkan Daku Bila Mencintaimu;Dewi Yull,,,
2799;Cinta Pertama;Trio Libels,,,
2800;Yang Kedua Kali;Inka Christie,,,
2801;Sakitnya Hati Ini;Iis Sugiarti,,,
2802;Ini Yang Terbaik;Nur Afni Octavia,,,
2803;Kuingin Ada Yang Mau;Karmila W.,,,
2804;Cuma Sayang;Nira,,,
2805;Noda Dalam Cinta;Helda Zanara,,,
2806;Sisa;Power Slaves,,,
2807;Kamu Yang Lucu;Ricky Dores,,,
2808;Kini Baru Kau Rasa;Dewi Yull,,,
2809;Biarkan Cintamu Berlalu;Nike Ardilla,,,
2811;Rindu Aku Rindu Kamu;Doel Sumbang & Nini Carlina,,,
2812;Biar Kusimpan Rinduku;Novia Kolopaking,,,
2813;Aku Sayang Kamu;Cindy Claudia,,,
2814;Mudahnya Bilang Cinta;Andi Meriam Mattalata,,,
2815;Anak Mama;HP Girl,,,
2816;Malioboro;Nicky Ukur & Ratih Purwasih,,,
2817;Bunga Kehidupan;Kel. Solidaritas,,,
2818;Takkan Kembali;Sket,,,
2819;Izinkanlah;Nini Carlina,,,
2820;Hanya Dirimu;Merry Andani,,,
2821;Lepas;Anang,,,
2822;Badai Berlalu;Deddy Dores,,,
2823;Kemarin;Franky.Sahilatula,,,
2824;Tanpamu;Ikang Fawzi,,,
2825;Dinda Dimana;Katon Bagaskara,,,
2826;Ratu Oke;Ikko,,,
2827;Kembalilah Padaku;Ita Purnamasari,,,
2828;Emen;Yosie Lucky,,,
2829;Bebas (Aku Ingin);Ozy Syahputra,,,
2830;Yang Hilang;Anggun C. Sasmi,,,
2831;Pasir Putih;Irma June & Cat Walk,,,
2832;Bayangan;Nini Carlina,,,
2833;Senyummu;U'Camp,,,
2834;Kuingin Bersamamu;Nia Dicky Zulkarnaen,,,
2835;Lain Di Bibir Lain Dihati;Rano Karno & Nella Regar,,,
2836;Dua Hati Satu Rasa;Rita Dinah Kandi,,,
2837;Kuingin Sendiri;Yulie Belliany,,,
2838;Berenang Di Laut Cinta;Endang S. Taurina,,,
2839;Nyanyian Koran;Rita Rubby Harland,,,
2840;Ingin Kembali;Gusti Randa,,,
2841;Jangan Pisahkan Aku;Nia Dicky Zulkarnaen,,,
2842;Lukisan Cinta;Desy Ratnasari,,,
2843;Sanggupkah Aku;Ita Purnamasari,,,
2844;Tanpa Dirimu;Paramitha Rusady,,,
2845;Jatuh Cinta Lagi;Yuni Shara,,,
2846;Cintaku Padamu;Ita Purnamasari,,,
2847;Ai;Doel Sumbang,,,
2848;Salahkan Aku;Nadila,,,
2851;Bila Ku Ingat;Lingua,,,
2852;Selamat Tinggal;Indra Lesmana,,,
2853;Panggung Sandiwara;Nike Ardilla,,,
2855;Mistery Cinta;Nicky Astria,,,
2856;Cinta Di Antara Kita;Nike Ardilla & Deddy Dores,,,
2857;Kuingin;Rano Karno,,,
2858;Hatiku Bagai Tertusuk Duri;Ria Irawan,,,
2859;Ada Cinta;Bening,,,
2861;Mengapa Harus Jumpa;Rafika Duri,,,
2862;Cinta Pertama;Rafika Duri & Harvey Malaiholo,,,
2864;Memoryku Di Karaoke;Betharia Sonatha,,,
2865;Kekasih;Rafika Duri,,,
2867;Kau Yang Terindah;Java Jive,,,
2868;Cuma Khayalan;Oppie,,,
2870;Jangan Biarkan;Endang S. Taurina & Ratih,,,
2871;Surat Nikah;Nia Daniaty,,,
2872;Biarkan Saja;Mayang Sari,,,
2873;Jalan Jalan Sore;Denny Malik,,,
2874;Tinggallah Ku Sendiri;Nike Ardilla,,,
2875;Sedap Betul;Dapur 61,,,
2876;Setulus Hatimu Semurni Cintaku;Endang S. Taurina & Ratih Purwasih,,,
2877;Ular Tangga;Doel Sumbang,,,
2878;Bungkus Saja;Didi Kempot & Viara R.,,,
2879;Cinta Lahir Batin;Lavenia,,,
2880;Si Buyuang Kinilah Gadang;Betharia Sonatha,,,
2881;Emut Bae;Hetty Koes Endang,,,
2882;Tak Bisa Ke Lain Hati;KLA Project,,,
2884;Hanya Untukmu;Indra Lesmana & Sophia Latjuba,,,
2885;Biarkanlah;Anang,,,
2886;Bila Itu Maumu;Trio Libels,,,
2887;Satu Kata;Adegan,,,
2888;Tuhan Tolonglah;Tito Soemarsono,,,
2889;Selamat Hari Lebaran;Denny Malik DKK,,,
2890;Duh Engkang;Itje Trisnawati,,,
2891;Madu Merah;Itje Trisnawati,,,
2892;Sedang Sedang Saja;Vetty Vera,,,
2893;Aduh Manis;Hetty Koes Endang,,,
2894;Pulanglah Uda;Hetty Koes Endang,,,
2895;Hanya Semalam;Hetty Koes Endang,,,
2896;Satu Tanda Tangan;Betharia Sonatha,,,
2897;Jangan Ingin Menang Sendiri;Betharia Sonatha,,,
2899;Yang Penting Hepi;Jamal Mirdad,,,
2900;Yang Ku Nanti;Inka Christie,,,
2901;Impian;Power Slaves,,,
2902;Mama Aku Ingin Pulang;Nike Ardilla,,,
2903;Gerbang Cinta;Achmad Albar,,,
2904;Gejolak Hati;Mel Shandy,,,
2905;Bagai Lilin Kecil;Nafa Urbach,,,
2906;Bila Engkau Ijinkan;Hengky Supit,,,
2908;Mata Hati;Iwan Fals,,,
2909;Kemarin;Nindy Ellesse,,,
2911;Sendiri;Sang Alang,,,
2912;Laut;Doel Sumbang,,,
2913;Jangan Ada Air Mata;Paramitha Rusady,,,
2914;Mengapa Aku Jatuh Cinta (Se Fou Cen Te Ai Wo);Fitri,,,
2915;Bila Rindu;Rany Ray,,,
2916;Tak Ingin Seperti Dia;Nia Daniaty,,,
2917;OOOOOO.OO.;Gigi,,,
2918;Cinta Berbunga Rindu;Deddy Dores & Nilla Sari,,,
2919;Lembar Terakhir;Ari Pradina,,,
2920;Yang Kuingin;Eet Sangra,,,
2921;Yang Termanis;Yozan,,,
2922;Mimpi;Paramitha Rusady,,,
2923;Kisah Cinta Di Kota Kecil;Rita Dinah Kandi,,,
2925;Kasihku Tiada Lagi;Deddy Dores,,,
2926;Gagal Dalam Bercinta;Ayu Amelia,,,
2927;Kata Hati;Lia,,,
2928;Yudi;Rina Gunawan,,,
2929;Curiga;Vitalia,,,
2930;Ingin Kembali;Drama,,,
2931;Jangan Ada Dusta Di Antara Kita;Broery Marantika & Dewi Yull,,,
2932;Jangan Kau Pergi;Trio Libels,,,
2933;Sambutlah;Denada,,,
2934;Orang Pinggiran;Franky.Sahilatua & Iwan Fals,,,
2935;Satukanlah Hati Kami;Poppy Mercury,,,
2936;Getaran Cinta;Dewi Yull,,,
2937;Terserah;Humania,,,
2938;Seandainya;Betharia Sonatha,,,
2939;Bunga Kasih;Rafika Duri,,,
2940;Bagaimana Kasih;Lisa A. Riyanto,,,
2941;Mengapa Kau Tinggalkan Aku;Irianti Erningpraja,,,
2942;Kau Ada Dimana;Atiek CB,,,
2943;Hapuslah Prasangka Dihatimu;Karmila,,,
2944;Deru Debu;Nike Ardilla,,,
2945;Sandiwara Cinta;Nike Ardilla,,,
2946;Tinggallah Ku Sendiri;Nike Ardilla,,,
2948;Matahariku;Nike Ardilla,,,
2949;Nyalakan Api;Nike Ardilla,,,
2950;Bintang Kehidupan;Nike Ardilla,,,
2951;Seberkas Sinar;Nike Ardilla,,,
2952;Duri Terlindung;Nike Ardilla,,,
2953;Izinkan;Nike Ardilla,,,
2954;Menanti Kejujuran;Nike Ardilla,,,
2955;Untuk Apa Lagi;Nike Ardilla,,,
2956;Belenggu Cinta;Nike Ardilla,,,
2957;Luka;Nike Ardilla,,,
2958;Telepon Darimu;Nike Ardilla,,,
2959;Khayal;Nike Ardilla,,,
2960;Kuharus Memiliki;Nike Ardilla,,,
2961;Cinta Pertama;Nike Ardilla,,,
2962;Cintaku Padamu;Nike Ardilla,,,
2963;Tabah;Dayu AG,,,
2964;Penonton;Wan Abud & Cucu Cahyati,,,
2965;Di Balik Penantian;Yulia Citra,,,
2966;Jodoh;Manis Manja Group,,,
2967;Lenggang Kangkung;Itje Trisnawati,,,
2968;Lima Menit Lagi;Ine Sinthya,,,
2969;Salehah;Rhoma Irama,,,
2970;Bagai Disambar Petir;Ikke Nurjanah,,,
2971;Hentikan Tangismu;Asep Irama,,,
2972;Cinta Dibalas Cinta;Yus Yunus & Murni Chania,,,
2973;Ning Nang Ning Nong;Itje Trisnawati,,,
2974;Kembalilah Sayang;Asep Irama,,,
2975;Repot;Vetty Vera,,,
2976;Tak Mau Di Madu;Iis Ariska,,,
2977;Rambut;Merry Andani,,,
2978;Sudah Tahu Aku Miskin;Muchsin Alatas,,,
2979;Cek Kecek;Manis Manja Group,,,
2980;Seribu Rupiah;Merry Andani,,,
2981;Selamat Malam;Evie Tamala,,,
2982;Rembulan Bersinar Lagi;Mansyur S.,,,
2983;Joget India;Ika Puspa Dewi,,,
2984;Kasih Sayang;Elvie Sukaesih,,,
2985;Air Bunga;Rita Sugiarto,,,
2986;Simalakama II;Yopie Latul,,,
2987;Sebuah Janji;Evie Tamala,,,
2988;Terhina;Ikke Nurjanah,,,
2989;Orang Ketiga;Yopie Latul,,,
2990;Sejengkal Tanah;Irvan Mansyur S.,,,
2991;Pembaringan Terakhir;Kania,,,
2992;Kumbang Dan Madu;Helvy Maryland,,,
2993;Sebuah Lagu & Doa Untuk Nike Ardilla;Tommy J. Pisa & Muchlas AP,,,
2994;Sorga Atau Neraka;Hetty Soenjaya,,,
2995;Seliter Dua Liter;Yopie Latul,,,
2996;Cemburu Karena Sayang;Itje Trisnawati,,,
2997;Menanti Kekasih;Zamila,,,
2998;Termenung;Titiek Sandhora,,,
2999;Senja Di Batas Kota;Rani,,,
3000;Bulan Menjadi Saksi (Ye Liang Tai Piao Wo Te Sing);Melani,,,
3001;Teringat Selalu;Rani,,,
3002;Maria;Sarwana,,,
3003;Kasih Di Antara Remaja;Sarwana,,,
3004;Tanpamu;Uci,,,
3005;Sepanjang Jalan Kenangan;Rani,,,
3006;Melati Dari Jaya Giri;Uci,,,
3007;Tiada Seindah Hari Ini;Uci,,,
3008;Ulat Sutera;TV Theme Pendekar Ulat Sutera,,,
3010;Hati Tertusuk Duri;Rani,,,
3011;Pusara Cinta;Uci,,,
3012;Cerita Cinta;Kahitna,,,
3013;Kau Dan Aku Sama;Dewi Yull,,,
3014;Hati Yang Terluka;Broery Marantika,,,
3016;Melodi Memory;Lavenia,,,
3017;Datanglah Kasih;Nia Paramitha,,,
3018;Dilema;Nora,,,
3020;Selalu;Tito Soemarsono,,,
3021;Sudihkah Kamu;Ronnie Sianturi,,,
3022;Hati Seluas Samudera;Dwiki Darmawan & Uchi Amyrtha,,,
3023;Aku Jatuh Cinta;Elfa's Singer,,,
3024;Impian Cinta;Iwan Zein & Uchi Amyrtha,,,
3025;Oh Kasih;S'ring,,,
3026;Percayalah;Tomboy,,,
3027;Lelaki Dan Telaga;Franky Sahilatua,,,
3028;Esok Yang Ceria;Conny Dio,,,
3030;Angan;Gigi,,,
3031;Hati Yang Luka;Betharia Sonatha,,,
3032;Kau Tercipta Untukku;Betharia Sonatha,,,
3033;Tak Mungkin Lagi;Betharia Sonatha,,,
3034;Hati Seorang Wanita;Betharia Sonatha,,,
3035;Dalam Kerinduan;Betharia Sonatha,,,
3036;Tiada Lagi;Betharia Sonatha,,,
3037;Kau Salah Sebut Namaku;Betharia Sonatha,,,
3038;Hitam Putih Jadi Satu;Betharia Sonatha,,,
3039;Cintaku Tak'an Berubah;Anie Carera,,,
3040;Cinta;Farid Hardja,,,
3041;Gadis Kecil;Whizzkid,,,
3042;Bulan Depan Ke Penghulu;Nia Daniaty,,,
3043;Memory Biru;Lucky Resha,,,
3044;Percayalah;Whizzkid,,,
3045;Hanya Cintamu;Sari Yok Koeswoyo,,,
3046;Kehadiranku;Veronica Young,,,
3047;Aku Cinta;U'Camp,,,
3048;Aku Rindu;Izmi Azis,,,
3049;Cintaku Bagai Terpenjara;Lady Avisha,,,
3050;Ingin Memeluk Dirimu;Nila Sari,,,
3051;Satu Senyum Saja;Tato,,,
3052;Mengapa Kau Pergi;Lochness,,,
3053;Mungkinkah Terjadi;Utha Likumahuwa & Trie Utami,,,
3054;Antara Benci Dan Rindu;Endang S.Taurina & Ratih,,,
3055;Cinta Itu Ada;Ita Purnamasari,,,
3056;Jangan Mudah Tergoda;Deddy Dores,,,
3057;Mungkinkah Kau Kembali;Merry Andani,,,
3058;Gaun Pengantin;Tia Monica,,,
3059;Biarkan Aku Sendiri;Oki Octaviani,,,
3060;Kasmaran;Batavia Reggae Band,,,
3061;Bagai Mimpi Disiang Hari;Novianti,,,
3062;Mandi Madu;Elvie Sukaesih,,,
3063;Sewindu;Leo Waldy,,,
3064;Sudah Tahu Aku Orang Miskin;Muchsin Alatas,,,
3065;Badai Biru;Itje Trisnawati,,,
3066;Hancur Minah;Aldino,,,
3067;Untung Aku Ngaca;Mansyur S.,,,
3068;Seandainya Aku Bertemu Tuhan;Leo Waldy,,,
3069;Air Tuba;Mansyur S.,,,
3070;Rindu Berat;Itje Trisnawati,,,
3071;Terhalang Dinding Kaca;Muchsin Alatas,,,
3072;Nurlela;Leo Waldy,,,
3073;Tembok Derita;Asmin Cayder,,,
3074;Dibolak Balik;Elly Tomaya,,,
3075;Cintaku Nempel Terus;Novita Sari,,,
3076;Selamanya Cinta;Yana Yulio,,,
3077;Kuta Bali;Andre Hehanussa,,,
3078;Percayalah Kasih;Smaradhana,,,
3079;K.K.E.B.;Andre Hehanussa,,,
3080;Keinginan;Indra Lesmana & Sophia Latjuba,,,
3081;Cinta Sejati;Nita Tilana,,,
3082;Tak Pernah Kau Cinta;Krisdayanti,,,
3083;Hancur Hatiku;Ita Purnamasari,,,
3084;Satu Dalam Cinta;Krisdayanti,,,
3085;Pintu Hati;Krisdayanti,,,
3086;Tentang Aku;Jingga,,,
3087;Sakit Hati;Desy Ratnasari,,,
3088;Kasih;Koes Plus,,,
3089;Cerita Kau Dan Aku;Desy Ratnasari,,,
3090;Untuk Apa;Rano Karno,,,
3091;Ditunangkan;Anjasmara,,,
3092;Orang Pinggiran;Tiwi Sakuhachi,,,
3093;Nirwana;Gigi,,,
3094;Mengapa Kita Berjumpa;Harry Tasman,,,
3095;Hanya Kamu;Gilang Ramadhan,,,
3096;Cinta;Novia Kolopaking,,,
3097;Pertalian;Cossy Pratama,,,
3098;Pertama;Reza,,,
3099;Biar Kusendiri;Novia Kolopaking,,,
3100;Cinta Yang Sebenarnya;Novia Kolopaking,,,
3101;Dengan Menyebut Nama Allah;Novia Kolopaking,,,
3102;Gelisah;Novia Kolopaking,,,
3103;Mengapa Harus Pisah;Novia Kolopaking,,,
3104;Taubat;Novia Kolopaking,,,
3105;Ajari Aku;Ayu Giri Anjani,,,
3108;Cintaku Padamu;Ita Purnamasari,,,
3109;Melati;.,,,
3111;Mungkinkah Terjadi;Utha Likumahuwa & Trie Utami,,,
3112;Hilang Permataku;AleXie,,,
3113;Nyalakan Api;Nike Ardilla,,,
3114;Cintaku Tak Terbatas Waktu;Anie Carera,,,
3115;Buat Apa Susah;Koes Plus,,,
3116;Ayah;The Mercy's,,,
3117;Seberkas Sinar;Nike Ardilla,,,
3118;Sandiwara Cinta;Nike Ardilla,,,
3119;Sinanggar Tulo;N.N.,,,
3124;Pacarku;Anci La Ricci,,,
3125;Kopi Dangdut;Fahmi Shahab,,,
3126;Jangan Duakan Cintaku;Indra Lesmana,,,
3128;Disini Aku Rindu Disana Kau Bercumbu;Magdalena,,,
3129;Romantika D'Amor;Farid Hardja,,,
3130;Pesan Merah;Nella Regar,,,
3131;Biar Kusendiri;Magdalena,,,
3132;Kado Biru;Betharia Sonatha,,,
3133;Possesif;Naif,,,
3134;Cinta Dimana Kini;Sultan,,,
3136;Jangan Takut Gelap;Tasya,Duta & Eross,,
3137;Maafkan;Rossa,,,
3138;Saat Kau Tak Disisiku Lagi;Sarwana,,,
3139;Sahabat Sejati;Sheila On 7,,,
3140;Temani Aku;Sheila On 7,,,
10526;Sesuatu Yang Indah;Padi,,,
10527;Poco Poco;Yopie Latul,,,
10528;Anak Putih Abu Abu;Anggun C. Sasmi,,,
10529;Nafas Cinta;Anggun C.S.,,,
10530;Gaya Remaja;Anggun C.Sasmi,,,
10531;Cinta Selembut Awan;Katan Bagaskara,,,
10532;Cintaku;Chrisye,,,
10533;Hidupku Kan Damaikan Hatimu;Caffein,,,
10534;Kabari Aku;Jamrud,,,
10535;Kerinduan;Evie Tamala,,,
10536;Kumenanti Seorang Kekasih;Iwan Fals,,,
10537;Mirasantika;Rhoma Irama,,,
10538;Misteri Illahi;Ari Lasso,,,
10539;Oh Kasih;Shanty,,,
10540;Saat Kau Tak Disini;Jikustik,,,
10541;Saat Kau Tak Disisiku Lagi;Sarwana,,,
10542;Seharusnya;Ada Band,,,
10543;Selamat Jalan Kekasih;Rita Effendi,,,
10544;Setia;Jikustik,,,
10545;Yang Kedua;Reza,,,
13258;Cintaku Tak Terbatas Waktu;Anie Carera,,,
13275;Biarlah Sendiri;Betharia Sonatha,,,
13276;Biarkanlah Dia Pergi;Betharia Sonatha,,,
13277;Jangan Ingin Menang Sendiri;Betharia Sonatha,,,
13278;Siapa Bilang Aku Cinta;Betharia Sonatha,,,
13279;Ikrar Cinta;Betharia Sonatha,,,
13281;Kau Untuk Siapa;Betharia Sonatha,,,
13282;Usah Kau Harap;Betharia Sonatha,,,
13283;Aku Ingin Cinta Yang Nyata;Betharia Sonatha,,,
13284;Maafkan Daku;Betharia Sonatha,,,
13285;Semua Bisa Bilang;Betharia Sonatha,,,
13286;Satu Tanda Tangan;Betharia Sonatha,,,
13301;Mencintaimu;Krisdayanti,,,
13345;Duda Ketemu Janda;.,,,
13346;Kehancuran Cinta;.,,,
13347;Kemana Dan Dimana;.,,,
13348;Sumbangan;Rhoma Irama,,,
13349;Ingat Waktu Susah;Meggi Z,,,
13350;Cinta Telah Pergi;Ellya Khadam,,,
13351;Citra Cinta;Noer Halimah,,,
13352;Anak Haji;Asmin Cayder,,,
13406;Antara Benci Dan Rindu;.,,,
13407;KIsah Kasih Di Sekolah;Obbie Messakh,,,
13408;Antara Cinta Dan Dusta;Obbie Massakh,,,
13409;Telepon Rindu;Obbie Massakh,,,
13410;Kau Dan Aku Satu;Obbie Massakh,,,
13411;Birunya Cintaku;Obbie Massakh,,,
13412;Penyesalan;Obbie Massakh,,,
13413;Kau Tercipta Bukan Untukku;Obbie Massakh,,,
13414;Surat Merah;Obbie Massakh,,,
13415;Antara Hitam Dan Putih;Obbie Massakh,,,
13416;Birunya Rinduku;Obbie Massakh,,,
13417;Untukmu Kuserahkan;Obbie Massakh,,,
13422;Bangbung Ranggaek;Aty Surya,,,
13423;Badminton;Aty Surya,,,
13424;Yang Pertama Kali;Pance F. Pondaag,,,
13425;Kucoba Hidup Sendiri;Pance F. Pondaag,,,
13426;Kisah Kasih Di Sekolah;Obbie Messakh,,,
13427;Kupasrahkan Padamu;Pance F. Pondaag,,,
13428;Terlanjur Basah;Obbie Messakh,,,
13429;Malam Ini;Koes Plus,,,
13430;Pelangi;Koes Plus,,,
13431;O La La;Koes Plus,,,
13432;Bujangan;Koes Plus,,,
13433;Why Do You Love Me;Koes Plus,,,
13434;Mengapa;Koes Plus,,,
13435;Love;The Mercys,,,
13436;Nyalakan Api;Deddy Dores,,,
13437;Pedih;Panbers,,,
13438;Ayah;Panbers,,,
13439;Bunga Mawar;Tetty Kadi,,,
13440;Mengapa Harus Jumpa;D'lloyd,,,
13441;Hidup Di Bui;D'lloyd,,,
13442;Rock And Roll Music;D'lloyd,,,
13443;Suster Maria;D'lloyd,,,
13444;Sabda Alam;Chrisye,,,
13445;Ayah;Diana Nasution,,,
13446;Pergi Untuk Kembali;Diana Nasution,,,
13447;Pemalu;Ernie Djohan,,,
13448;Nusantara 3;Koes Plus,,,
13449;Nusantara 2;Koes Plus,,,
13451;Otak Kotor;Jamrud,,,
13452;Nyanyian Rindu;Evie Tamala,,,
13453;Kau Jangan Menangis;Broeri Pesolima,,,
13454;Jangan Biarkan;Broeri Pesolima,,,
13455;Linu;Doel Sumbang,,,
13456;Untuk Siapa;Dayu AG,,,
13457;Nanggap Campursari;Didi Kempot,,,
13458;Bubuy Bulan;.,,,
13460;Bimbang;Rhoma Irama,,,
13461;Jagoan;Sherina,,,
13462;Terperangkap Dalam Duka;Anie Carera,,,
13463;Ketipang Payung;Yan Juneid\Rosnida Ys,,,
13464;Juwita;Broery Marantika,,,
13465;Mana Lagi;Broery Marantika,,,
13467;Pasrah Dalam Cinta;Muchsin Alatas,,,
13468;Panon Hideung;Dewi Yana,,,
13470;Yang Sedang Sedang Saja;Iwan,,,
13471;Voorman;Koes Plus,,,
13478;Untuk Sebuah Nama;Meriam Bellina,,,
13479;Nyanyian Rindu;,,,
13480;Permata Biru;Rita Sugiarto,,,
13481;Joget-Jogetan;PMR Plus,,,
13482;Diluar Hati;.,,,
13484;Bukan Jodohku;Ikke Nurjanah,,,
13485;Na Na Na Na;Opie,,,
13486;Ngaronda;Endang S.Taurina,,,
13488;Yang Pernah Kusayang;Imam S.Arifin,,,
13496;Kisah Kasih Di Sekolah;Obbie Messakh,,,
